565	554	582	531
568	512	579	491
568	525	583	503
576	517	587	495
574	550	590	527
575	494	587	472
578	558	593	535
581	554	599	531
585	558	601	535
586	353	581	329
586	356	581	333
590	514	601	489
595	374	592	351
599	371	595	345
599	431	602	406
599	556	615	531
602	367	597	343
602	521	614	497
607	368	602	343
606	371	602	346
606	374	604	349
608	399	609	374
610	371	607	345
615	371	612	345
618	557	634	529
618	582	639	555
621	421	623	394
620	505	631	478
620	444	626	417
623	496	631	468
622	474	631	447
625	358	620	331
625	374	622	347
624	475	633	447
630	359	625	331
633	398	632	369
633	315	624	287
634	372	630	343
637	311	627	284
637	374	633	344
640	315	630	287
641	372	637	344
642	311	632	283
644	357	640	329
644	362	640	332
644	370	641	341
643	391	643	361
647	362	641	334
644	375	643	346
646	386	644	357
647	446	650	416
647	372	643	343
649	390	647	359
650	446	653	415
649	359	645	330
654	424	657	393
658	447	664	416
665	447	669	417
666	195	644	165
665	325	657	295
669	386	667	355
669	390	669	358
673	142	644	112
673	448	679	415
675	370	672	337
676	365	673	334
677	415	678	383
680	387	678	353
680	326	673	294
680	448	686	414
686	393	684	360
688	591	706	556
688	132	659	99
687	348	683	315
694	384	690	349
702	371	698	337
705	391	705	356
60	433	67	466
319	187	299	194
455	617	480	606
490	517	504	503
570	547	587	526
626	434	631	406
628	421	631	392
630	412	633	383
678	586	698	551
427	556	446	549
571	512	585	491
605	485	615	458
144	681	177	705
168	224	153	247
557	505	570	485
447	614	472	605
700	417	704	380
488	505	499	494
292	280	279	288
323	533	336	537
326	578	345	583
362	252	346	252
491	501	502	489
523	507	534	492
312	610	333	615
346	262	331	264
415	268	400	264
489	428	492	413
279	692	309	700
279	694	309	702
470	270	456	258
107	583	131	611
193	112	167	133
505	525	521	511
554	415	556	392
588	434	592	408
608	342	605	318
115	526	128	551
172	116	142	139
198	127	169	145
314	697	344	701
444	301	433	292
481	416	481	404
484	171	458	159
491	110	459	98
492	413	492	400
93	171	74	201
140	535	158	557
142	680	174	700
151	681	184	701
188	684	222	700
195	259	184	279
293	268	282	274
307	283	298	288
536	525	552	507
590	546	608	521
593	403	594	376
603	475	613	451
605	432	611	408
624	366	623	338
50	463	58	494
60	360	56	391
64	438	68	469
67	383	65	414
65	389	65	419
65	394	68	424
84	415	85	446
97	420	99	449
100	422	104	448
103	549	118	577
105	428	107	455
105	577	127	602
107	544	125	569
106	607	132	634
112	515	124	539
109	623	136	651
114	513	127	537
113	588	136	612
121	406	124	430
120	555	139	578
123	400	124	424
128	648	156	675
129	609	154	632
133	610	157	636
142	248	128	269
154	625	177	647
156	681	190	702
160	617	185	640
163	248	151	270
170	236	156	256
187	686	221	704
194	120	169	139
209	555	228	573
213	704	248	721
228	559	246	576
228	180	206	193
231	124	206	139
236	127	208	139
241	159	215	172
244	691	278	703
245	687	279	698
245	689	279	701
258	534	275	547
287	278	276	285
292	695	323	699
296	524	312	532
312	264	297	273
311	250	299	257
322	593	342	599
322	276	312	282
330	186	306	191
339	579	357	583
344	322	335	326
344	327	335	328
344	549	359	553
347	283	334	288
350	237	332	241
350	333	342	333
353	233	337	237
360	198	337	199
362	260	348	263
364	223	348	226
366	227	348	230
367	264	352	266
373	549	390	551
373	85	343	85
379	260	366	258
401	264	387	263
409	264	398	261
448	105	416	95
457	84	423	74
463	699	493	688
463	679	491	665
465	575	483	566
466	265	451	253
469	592	488	581
470	564	485	552
470	583	489	573
471	600	490	588
470	522	483	514
476	305	466	296
475	519	489	509
474	543	491	530
477	433	481	419
483	386	480	372
481	289	471	280
482	222	465	213
484	440	487	426
484	435	488	421
486	330	478	320
487	319	478	309
484	518	498	504
489	141	460	131
490	122	459	112
489	438	492	423
490	400	490	389
489	321	483	310
491	535	507	523
493	532	507	521
492	89	462	78
496	501	505	488
503	407	503	395
505	558	520	543
507	528	518	512
511	559	526	542
514	325	504	311
513	547	528	529
518	348	513	335
528	553	542	534
529	528	543	513
540	538	552	520
542	536	554	518
539	545	555	528
547	517	558	500
547	514	561	496
550	506	563	488
551	515	565	497
551	535	567	514
556	529	571	510
558	554	576	532
560	528	575	505
566	495	575	472
570	557	587	533
573	492	583	468
575	548	590	523
581	501	592	480
587	517	600	495
598	402	597	376
605	401	603	377
606	363	600	339
603	468	610	441
608	353	600	327
609	386	605	360
611	433	615	409
620	322	609	296
620	434	621	407
619	479	627	450
625	313	617	288
628	584	647	554
633	584	652	553
634	531	649	504
637	315	629	289
659	589	677	555
672	127	641	97
671	192	647	163
671	198	648	169
678	588	695	555
681	352	675	321
681	322	674	290
686	384	681	351
688	382	687	349
693	412	693	375
695	372	690	336
697	374	693	337
704	385	704	350
101	556	121	581
232	683	265	694
256	690	290	702
318	225	303	232
557	551	576	530
558	522	574	501
583	510	597	486
611	356	609	330
615	570	635	544
656	436	662	404
663	435	669	405
